# Gamma test with 28 threads
# Size time gamma
1024 0.000001 0.000000 21055036
2048 0.000002 0.000000 236130940
3072 0.000003 0.000000 694011084
4096 0.000004 0.000000 1361838649
5120 0.000005 0.000000 2041404713
6144 0.000006 0.000000 3466268050
7168 0.000007 0.000000 4168216874
8192 0.000008 0.000000 5341978721
9216 0.000008 0.000000 6545040697
10240 0.000009 0.000000 8656643803
11264 0.000010 0.000000 9735427823
12288 0.000011 0.000000 10618885801
13312 0.000012 0.000000 14166431006
14336 0.000013 0.000000 17256454780
15360 0.000014 0.000000 17636905376
16384 0.000015 0.000000 20085493260
17408 0.000016 0.000000 21587113226
18432 0.000017 0.000000 27546809376
19456 0.000018 0.000000 36834147756
20480 0.000019 0.000000 34512573670
21504 0.000019 0.000000 39305382219
22528 0.000020 0.000000 40767253817
23552 0.000021 0.000000 39741402771
24576 0.000022 0.000000 50467063278
25600 0.000023 0.000000 51632482702
26624 0.000024 0.000000 61889600304
27648 0.000025 0.000000 68555880252
28672 0.000026 0.000000 53582700837
29696 0.000027 0.000000 76149574325
30720 0.000028 0.000000 91846186612
31744 0.000029 0.000000 117012465332
32768 0.000030 0.000000 104933121786
33792 0.000031 0.000000 98560925914
34816 0.000031 0.000000 108795479504
35840 0.000032 0.000000 115676885336
36864 0.000033 0.000000 129162935318
37888 0.000034 0.000000 164439418971
38912 0.000035 0.000000 168519137147
39936 0.000036 0.000000 174209109976
40960 0.000037 0.000000 154706942773
41984 0.000038 0.000000 206382102838
43008 0.000039 0.000000 187488895637
44032 0.000040 0.000000 187669580069
45056 0.000041 0.000000 188755704008
46080 0.000042 0.000000 234728689517
47104 0.000043 0.000000 212215069050
48128 0.000044 0.000000 189770650413
49152 0.000045 0.000000 222748707613
50176 0.000046 0.000000 230219315281
51200 0.000047 0.000000 279392889139
52224 0.000048 0.000000 261383754729
53248 0.000049 0.000000 289681738604
54272 0.000050 0.000000 327774698920
55296 0.000051 0.000000 313302816748
56320 0.000052 0.000000 361605240188
57344 0.000053 0.000000 368995402348
58368 0.000055 0.000000 298176076480
59392 0.000055 0.000000 443919915759
60416 0.000056 0.000000 334796774838
61440 0.000058 0.000000 387782207873
62464 0.000059 0.000000 446015748749
63488 0.000060 0.000000 493818415601
64512 0.000060 0.000000 396474869081
65536 0.000062 0.000000 549279457939
66560 0.000063 0.000000 559434644409
67584 0.000064 0.000000 584242827035
68608 0.000065 0.000000 731167698690
69632 0.000067 0.000000 676954657906
70656 0.000067 0.000000 643290612876
71680 0.000068 0.000000 618752599743
72704 0.000073 0.000000 1780821163238
73728 0.000072 0.000000 2406509776832
74752 0.000073 0.000000 2707543716352
75776 0.000074 0.000000 2766096137633
76800 0.000075 0.000000 2654332522423
77824 0.000076 0.000000 2735002841381
78848 0.000077 0.000000 2883962997601
79872 0.000078 0.000000 3107147150490
80896 0.000078 0.000000 2575988630268
81920 0.000080 0.000000 3393012073180
82944 0.000081 0.000000 3663377326680
83968 0.000081 0.000000 3774231594978
84992 0.000082 0.000000 3111004802667
86016 0.000084 0.000000 4046630484522
87040 0.000084 0.000000 3468342857449
88064 0.000085 0.000000 3922220445241
89088 0.000086 0.000000 5016684190613
90112 0.000087 0.000000 4900096049449
91136 0.000088 0.000000 4511919601849
92160 0.000089 0.000000 4772733449108
93184 0.000090 0.000000 5617388682054
94208 0.000091 0.000000 4956108695842
95232 0.000091 0.000000 5640807167202
96256 0.000092 0.000000 5610636417406
